Model,location,horizon,reference_date,target_end_date,wis,baseline,wis_baseline,wis_ratio
MOBS-GLEAM_FLUH,56,1,2023-11-18,2023-11-25,15.717584347826092,FluSight-baseline,12.962416377968134,1.212550491322038
MOBS-GLEAM_FLUH,38,1,2023-12-02,2023-12-09,3.511867391304348,FluSight-baseline,4.54147705296618,0.7732874900272012
MOBS-GLEAM_FLUH,16,0,2024-03-16,2024-03-16,16.813478260869566,FluSight-baseline,1.8743478260869566,8.970308513106009
MOBS-GLEAM_FLUH,50,0,2024-01-20,2024-01-20,2.947391304347826,FluSight-baseline,1.8453173913043477,1.597227294468019
MOBS-GLEAM_FLUH,21,0,2023-11-18,2023-11-18,14.317254347826085,FluSight-baseline,12.059495652173911,1.1872183348932321
MOBS-GLEAM_FLUH,US,2,2024-04-27,2024-05-11,534.2014317391305,FluSight-baseline,1197.921100047457,0.44594041437116977
MOBS-GLEAM_FLUH,18,-1,2025-02-01,2025-01-25,42.26434782608696,FluSight-baseline,7.0,6.03776397515528
MOBS-GLEAM_FLUH,51,-1,2024-03-09,2024-03-02,21.28495652173913,FluSight-baseline,1.0,21.28495652173913
MOBS-GLEAM_FLUH,32,1,2023-11-11,2023-11-18,5.445574347826087,FluSight-baseline,7.271676706571413,0.7488746499008849
MOBS-GLEAM_FLUH,13,0,2024-05-04,2024-05-04,11.874277826086956,FluSight-baseline,8.259580434782604,1.4376369259729223
MOBS-GLEAM_FLUH,10,-1,2024-03-23,2024-03-16,0.5033439130434781,FluSight-baseline,0.0,inf
MOBS-GLEAM_FLUH,17,1,2025-02-01,2025-02-08,1154.506956521739,FluSight-baseline,499.48391304347814,2.311399679495271
MOBS-GLEAM_FLUH,27,-1,2023-12-02,2023-11-25,1.2605778260869567,FluSight-baseline,4.0,0.31514445652173917
MOBS-GLEAM_FLUH,32,3,2024-03-02,2024-03-23,16.116304347826087,FluSight-baseline,7.763678501393712,2.0758593165511603
MOBS-GLEAM_FLUH,42,1,2024-03-09,2024-03-16,35.81173913043479,FluSight-baseline,113.85576222414402,0.31453602725818497
MOBS-GLEAM_FLUH,22,-1,2023-10-21,2023-10-14,0.8528317391304351,FluSight-baseline,5.254319565217392,0.16231059579550908
MOBS-GLEAM_FLUH,50,2,2023-12-23,2024-01-06,1.6482608695652174,FluSight-baseline,4.139750608614781,0.3981546294443927
MOBS-GLEAM_FLUH,05,0,2024-04-06,2024-04-06,5.043036521739131,FluSight-baseline,10.435,0.4832809316472574
MOBS-GLEAM_FLUH,49,-1,2023-12-02,2023-11-25,0.375778260869565,FluSight-baseline,0.0,inf
MOBS-GLEAM_FLUH,04,1,2024-01-20,2024-01-27,162.69565217391303,FluSight-baseline,70.85032193115411,2.2963290460699084
