Model,location,target_end_date,wis,horizon,reference_date,baseline,wis_baseline,wis_ratio
CEPH-Rtrend_fluH,39,2024-02-10,135.67870434782608,0,2024-02-10,FluSight-baseline,33.590443339216,4.039205525740251
FluSight-ensemble,39,2024-02-10,68.23028093191347,0,2024-02-10,FluSight-baseline,33.590443339216,2.0312408574928313
MIGHTE-Nsemble,39,2024-02-10,106.42458698946145,0,2024-02-10,FluSight-baseline,33.590443339216,3.168299564096953
MOBS-GLEAM_FLUH,39,2024-02-10,49.92013478260869,0,2024-02-10,FluSight-baseline,33.590443339216,1.48614099190314
NU_UCSD-GLEAM_AI_FLUH,39,2024-02-10,78.61743782608696,0,2024-02-10,FluSight-baseline,33.590443339216,2.340470384155456
CEPH-Rtrend_fluH,40,2024-02-10,35.66674782608696,0,2024-02-10,FluSight-baseline,38.978113321567996,0.9150455162320866
FluSight-ensemble,40,2024-02-10,31.077671123110903,0,2024-02-10,FluSight-baseline,38.978113321567996,0.797310810472566
MIGHTE-Nsemble,40,2024-02-10,67.80882810964654,0,2024-02-10,FluSight-baseline,38.978113321567996,1.7396641943704718
MOBS-GLEAM_FLUH,40,2024-02-10,48.41782608695653,0,2024-02-10,FluSight-baseline,38.978113321567996,1.2421798276256024
NU_UCSD-GLEAM_AI_FLUH,40,2024-02-10,48.91906,0,2024-02-10,FluSight-baseline,38.978113321567996,1.2550391958794815
CEPH-Rtrend_fluH,41,2024-02-10,10.177826086956523,0,2024-02-10,FluSight-baseline,2.67191304347826,3.8091906141178784
FluSight-ensemble,41,2024-02-10,7.563586267544656,0,2024-02-10,FluSight-baseline,2.67191304347826,2.8307756070154446
MIGHTE-Nsemble,41,2024-02-10,14.30457891453827,0,2024-02-10,FluSight-baseline,2.67191304347826,5.3536843010118185
MOBS-GLEAM_FLUH,41,2024-02-10,6.912828260869566,0,2024-02-10,FluSight-baseline,2.67191304347826,2.587220522667362
NU_UCSD-GLEAM_AI_FLUH,41,2024-02-10,14.829441739130436,0,2024-02-10,FluSight-baseline,2.67191304347826,5.550121391609987
CEPH-Rtrend_fluH,42,2024-02-10,17.10217391304346,0,2024-02-10,FluSight-baseline,10.468575547711998,1.6336677167870555
FluSight-ensemble,42,2024-02-10,28.467209002090325,0,2024-02-10,FluSight-baseline,10.468575547711998,2.719301099977455
MIGHTE-Nsemble,42,2024-02-10,26.149645938701383,0,2024-02-10,FluSight-baseline,10.468575547711998,2.4979182525378656
MOBS-GLEAM_FLUH,42,2024-02-10,47.95465173913044,0,2024-02-10,FluSight-baseline,10.468575547711998,4.580819187918204
NU_UCSD-GLEAM_AI_FLUH,42,2024-02-10,63.31028565217391,0,2024-02-10,FluSight-baseline,10.468575547711998,6.047650452884294
CEPH-Rtrend_fluH,44,2024-02-10,3.6739130434782608,0,2024-02-10,FluSight-baseline,2.530130434782609,1.452064681319059
FluSight-ensemble,44,2024-02-10,2.8697388965034363,0,2024-02-10,FluSight-baseline,2.530130434782609,1.1342256735273835
MIGHTE-Nsemble,44,2024-02-10,3.3935279383549646,0,2024-02-10,FluSight-baseline,2.530130434782609,1.3412462423687417
MOBS-GLEAM_FLUH,44,2024-02-10,2.0773913043478265,0,2024-02-10,FluSight-baseline,2.530130434782609,0.8210609523482207
NU_UCSD-GLEAM_AI_FLUH,44,2024-02-10,3.7492352173913046,0,2024-02-10,FluSight-baseline,2.530130434782609,1.4818347567576857
CEPH-Rtrend_fluH,45,2024-02-10,8.777391304347827,0,2024-02-10,FluSight-baseline,29.818430156692873,0.29436128120171023
FluSight-ensemble,45,2024-02-10,9.707422841895927,0,2024-02-10,FluSight-baseline,29.818430156692873,0.3255511034915114
MIGHTE-Nsemble,45,2024-02-10,11.041251657205954,0,2024-02-10,FluSight-baseline,29.818430156692873,0.3702827948750246
MOBS-GLEAM_FLUH,45,2024-02-10,13.823933043478261,0,2024-02-10,FluSight-baseline,29.818430156692873,0.4636036495159159
NU_UCSD-GLEAM_AI_FLUH,45,2024-02-10,17.24786608695652,0,2024-02-10,FluSight-baseline,29.818430156692873,0.5784297159951314
CEPH-Rtrend_fluH,46,2024-02-10,2.6208695652173915,0,2024-02-10,FluSight-baseline,2.993222017220173,0.8756014589426988
FluSight-ensemble,46,2024-02-10,1.88104196609315,0,2024-02-10,FluSight-baseline,2.993222017220173,0.6284338265826627
MIGHTE-Nsemble,46,2024-02-10,1.5784305395561093,0,2024-02-10,FluSight-baseline,2.993222017220173,0.5273349355561701
MOBS-GLEAM_FLUH,46,2024-02-10,1.7818378260869565,0,2024-02-10,FluSight-baseline,2.993222017220173,0.5952908991835367
NU_UCSD-GLEAM_AI_FLUH,46,2024-02-10,1.8649278260869564,0,2024-02-10,FluSight-baseline,2.993222017220173,0.6230502833929199
CEPH-Rtrend_fluH,47,2024-02-10,22.92391304347826,0,2024-02-10,FluSight-baseline,14.914451895823309,1.5370268517811203
FluSight-ensemble,47,2024-02-10,11.858092580766998,0,2024-02-10,FluSight-baseline,14.914451895823309,0.7950739768108929
MIGHTE-Nsemble,47,2024-02-10,15.994227348881044,0,2024-02-10,FluSight-baseline,14.914451895823309,1.0723979305843696
MOBS-GLEAM_FLUH,47,2024-02-10,15.23217391304348,0,2024-02-10,FluSight-baseline,14.914451895823309,1.0213029630213328
NU_UCSD-GLEAM_AI_FLUH,47,2024-02-10,15.109518260869569,0,2024-02-10,FluSight-baseline,14.914451895823309,1.0130790166751544
CEPH-Rtrend_fluH,48,2024-02-10,52.2371826086957,0,2024-02-10,FluSight-baseline,111.4709768704209,0.4686168909187784
FluSight-ensemble,48,2024-02-10,44.02994401723685,0,2024-02-10,FluSight-baseline,111.4709768704209,0.3949902051044132
MIGHTE-Nsemble,48,2024-02-10,69.23849894648893,0,2024-02-10,FluSight-baseline,111.4709768704209,0.6211347643160516
MOBS-GLEAM_FLUH,48,2024-02-10,31.575483043478265,0,2024-02-10,FluSight-baseline,111.4709768704209,0.28326192099476344
NU_UCSD-GLEAM_AI_FLUH,48,2024-02-10,83.2024243478261,0,2024-02-10,FluSight-baseline,111.4709768704209,0.7464043707497469
CEPH-Rtrend_fluH,49,2024-02-10,1.7173913043478262,0,2024-02-10,FluSight-baseline,4.211456521739131,0.407790344144079
FluSight-ensemble,49,2024-02-10,2.79768258440416,0,2024-02-10,FluSight-baseline,4.211456521739131,0.6643028534101666
MIGHTE-Nsemble,49,2024-02-10,3.2424190705047873,0,2024-02-10,FluSight-baseline,4.211456521739131,0.7699044389435659
MOBS-GLEAM_FLUH,49,2024-02-10,4.199565217391304,0,2024-02-10,FluSight-baseline,4.211456521739131,0.9971764390095338
NU_UCSD-GLEAM_AI_FLUH,49,2024-02-10,3.1818265217391306,0,2024-02-10,FluSight-baseline,4.211456521739131,0.7555168871659602
CEPH-Rtrend_fluH,50,2024-02-10,4.919565217391305,0,2024-02-10,FluSight-baseline,2.542565217391304,1.9348826074317285
FluSight-ensemble,50,2024-02-10,3.0356773872005873,0,2024-02-10,FluSight-baseline,2.542565217391304,1.1939427812653007
MIGHTE-Nsemble,50,2024-02-10,2.3670491857691816,0,2024-02-10,FluSight-baseline,2.542565217391304,0.9309689165801602
MOBS-GLEAM_FLUH,50,2024-02-10,1.7326086956521742,0,2024-02-10,FluSight-baseline,2.542565217391304,0.6814412011149305
NU_UCSD-GLEAM_AI_FLUH,50,2024-02-10,3.4240660869565223,0,2024-02-10,FluSight-baseline,2.542565217391304,1.3466974469467676
CEPH-Rtrend_fluH,51,2024-02-10,26.75869565217391,0,2024-02-10,FluSight-baseline,7.824899860955134,3.4196853797062716
FluSight-ensemble,51,2024-02-10,12.72661217094637,0,2024-02-10,FluSight-baseline,7.824899860955134,1.6264249251865717
MIGHTE-Nsemble,51,2024-02-10,13.184821790912308,0,2024-02-10,FluSight-baseline,7.824899860955134,1.6849828145024879
MOBS-GLEAM_FLUH,51,2024-02-10,12.420434782608698,0,2024-02-10,FluSight-baseline,7.824899860955134,1.5872963236992297
NU_UCSD-GLEAM_AI_FLUH,51,2024-02-10,14.78415695652174,0,2024-02-10,FluSight-baseline,7.824899860955134,1.8893733107425523
CEPH-Rtrend_fluH,53,2024-02-10,5.305652173913043,0,2024-02-10,FluSight-baseline,16.207108695652174,0.3273657426223329
FluSight-ensemble,53,2024-02-10,7.656958351977984,0,2024-02-10,FluSight-baseline,16.207108695652174,0.47244443754684573
MIGHTE-Nsemble,53,2024-02-10,15.729626813191487,0,2024-02-10,FluSight-baseline,16.207108695652174,0.9705387375732983
MOBS-GLEAM_FLUH,53,2024-02-10,15.823478260869567,0,2024-02-10,FluSight-baseline,16.207108695652174,0.9763294957794957
NU_UCSD-GLEAM_AI_FLUH,53,2024-02-10,9.147708695652176,0,2024-02-10,FluSight-baseline,16.207108695652174,0.5644257015507153
CEPH-Rtrend_fluH,54,2024-02-10,24.05086956521739,0,2024-02-10,FluSight-baseline,2.8392608695652197,8.470820636111657
FluSight-ensemble,54,2024-02-10,13.931906749871303,0,2024-02-10,FluSight-baseline,2.8392608695652197,4.906878018575559
MIGHTE-Nsemble,54,2024-02-10,19.765806080473574,0,2024-02-10,FluSight-baseline,2.8392608695652197,6.961602680594947
MOBS-GLEAM_FLUH,54,2024-02-10,15.006086956521743,0,2024-02-10,FluSight-baseline,2.8392608695652197,5.2852089490528735
NU_UCSD-GLEAM_AI_FLUH,54,2024-02-10,9.733960000000002,0,2024-02-10,FluSight-baseline,2.8392608695652197,3.428342955147541
CEPH-Rtrend_fluH,55,2024-02-10,8.59044347826087,0,2024-02-10,FluSight-baseline,3.179687095566607,2.7016631574340773
FluSight-ensemble,55,2024-02-10,13.279510813200494,0,2024-02-10,FluSight-baseline,3.179687095566607,4.176357740268195
MIGHTE-Nsemble,55,2024-02-10,23.239823224532184,0,2024-02-10,FluSight-baseline,3.179687095566607,7.308839683293096
MOBS-GLEAM_FLUH,55,2024-02-10,16.337000869565216,0,2024-02-10,FluSight-baseline,3.179687095566607,5.1379272169087535
NU_UCSD-GLEAM_AI_FLUH,55,2024-02-10,25.39259956521739,0,2024-02-10,FluSight-baseline,3.179687095566607,7.9858799944881165
CEPH-Rtrend_fluH,56,2024-02-10,3.947826086956522,0,2024-02-10,FluSight-baseline,4.781217391304347,0.8256947475629276
FluSight-ensemble,56,2024-02-10,2.7290669071919154,0,2024-02-10,FluSight-baseline,4.781217391304347,0.5707891283410998
MIGHTE-Nsemble,56,2024-02-10,3.3773159908295396,0,2024-02-10,FluSight-baseline,4.781217391304347,0.7063715607183856
MOBS-GLEAM_FLUH,56,2024-02-10,3.595217391304348,0,2024-02-10,FluSight-baseline,4.781217391304347,0.7519460206605559
NU_UCSD-GLEAM_AI_FLUH,56,2024-02-10,7.895675217391304,0,2024-02-10,FluSight-baseline,4.781217391304347,1.6513943147097339
CEPH-Rtrend_fluH,72,2024-02-10,18.37816956521739,0,2024-02-10,FluSight-baseline,22.661195652173916,0.8109973475055519
FluSight-ensemble,72,2024-02-10,19.341392136584634,0,2024-02-10,FluSight-baseline,22.661195652173916,0.853502720397244
MIGHTE-Nsemble,72,2024-02-10,17.158407531306555,0,2024-02-10,FluSight-baseline,22.661195652173916,0.7571713247028309
CEPH-Rtrend_fluH,US,2024-02-10,1013.1996586956524,0,2024-02-10,FluSight-baseline,199.7603724174198,5.072075339239294
FluSight-ensemble,US,2024-02-10,673.3670188177284,0,2024-02-10,FluSight-baseline,199.7603724174198,3.3708738658669444
MIGHTE-Nsemble,US,2024-02-10,492.14855439967164,0,2024-02-10,FluSight-baseline,199.7603724174198,2.4636946179259054
MOBS-GLEAM_FLUH,US,2024-02-10,888.387636956522,0,2024-02-10,FluSight-baseline,199.7603724174198,4.447266623533044
NU_UCSD-GLEAM_AI_FLUH,US,2024-02-10,1137.6834469565217,0,2024-02-10,FluSight-baseline,199.7603724174198,5.695240918850589
CEPH-Rtrend_fluH,01,2024-02-03,6.03,0,2024-02-03,FluSight-baseline,28.022400000000008,0.2151849948612538
FluSight-ensemble,01,2024-02-03,11.499948351946506,0,2024-02-03,FluSight-baseline,28.022400000000008,0.4103841338338794
MIGHTE-Nsemble,01,2024-02-03,19.553716580347885,0,2024-02-03,FluSight-baseline,28.022400000000008,0.6977887896949541
MOBS-GLEAM_FLUH,01,2024-02-03,18.13086956521739,0,2024-02-03,FluSight-baseline,28.022400000000008,0.6470134451445053
NU_UCSD-GLEAM_AI_FLUH,01,2024-02-03,8.898721304347827,0,2024-02-03,FluSight-baseline,28.022400000000008,0.31755742921190994
CEPH-Rtrend_fluH,02,2024-02-03,1.7644021739130442,0,2024-02-03,FluSight-baseline,1.2123391304347826,1.4553701432372925
FluSight-ensemble,02,2024-02-03,1.1252746516229748,0,2024-02-03,FluSight-baseline,1.2123391304347826,0.9281847161193388
MIGHTE-Nsemble,02,2024-02-03,2.583479846132542,0,2024-02-03,FluSight-baseline,1.2123391304347826,2.1309877585210217
MOBS-GLEAM_FLUH,02,2024-02-03,2.0202239130434783,0,2024-02-03,FluSight-baseline,1.2123391304347826,1.6663851411930943
NU_UCSD-GLEAM_AI_FLUH,02,2024-02-03,1.4397208695652177,0,2024-02-03,FluSight-baseline,1.2123391304347826,1.1875562154369206
CEPH-Rtrend_fluH,04,2024-02-03,72.48391304347828,0,2024-02-03,FluSight-baseline,230.9976913043478,0.3137863094396823
FluSight-ensemble,04,2024-02-03,100.17849259201088,0,2024-02-03,FluSight-baseline,230.9976913043478,0.4336774624297959
MIGHTE-Nsemble,04,2024-02-03,122.22444682483045,0,2024-02-03,FluSight-baseline,230.9976913043478,0.5291154475816615
MOBS-GLEAM_FLUH,04,2024-02-03,35.56956521739131,0,2024-02-03,FluSight-baseline,230.9976913043478,0.1539823407608309
NU_UCSD-GLEAM_AI_FLUH,04,2024-02-03,43.68756826086956,0,2024-02-03,FluSight-baseline,230.9976913043478,0.18912556231269695
CEPH-Rtrend_fluH,05,2024-02-03,11.473913043478262,0,2024-02-03,FluSight-baseline,11.973052173913043,0.9583114544909185
FluSight-ensemble,05,2024-02-03,10.474257830140619,0,2024-02-03,FluSight-baseline,11.973052173913043,0.8748193591740955
MIGHTE-Nsemble,05,2024-02-03,20.430637169081134,0,2024-02-03,FluSight-baseline,11.973052173913043,1.7063850447086104
MOBS-GLEAM_FLUH,05,2024-02-03,8.92464086956522,0,2024-02-03,FluSight-baseline,11.973052173913043,0.7453939680485382
NU_UCSD-GLEAM_AI_FLUH,05,2024-02-03,19.985650869565216,0,2024-02-03,FluSight-baseline,11.973052173913043,1.6692193919533793
CEPH-Rtrend_fluH,06,2024-02-03,30.32413913043476,0,2024-02-03,FluSight-baseline,121.89237826086958,0.24877797581023608
FluSight-ensemble,06,2024-02-03,48.18702365565665,0,2024-02-03,FluSight-baseline,121.89237826086958,0.3953243372816023
MIGHTE-Nsemble,06,2024-02-03,49.05885824972499,0,2024-02-03,FluSight-baseline,121.89237826086958,0.40247683201923445
MOBS-GLEAM_FLUH,06,2024-02-03,100.2816247826087,0,2024-02-03,FluSight-baseline,121.89237826086958,0.8227062775655232
NU_UCSD-GLEAM_AI_FLUH,06,2024-02-03,56.60681782608696,0,2024-02-03,FluSight-baseline,121.89237826086958,0.4643999783558176
CEPH-Rtrend_fluH,08,2024-02-03,27.72782608695651,0,2024-02-03,FluSight-baseline,5.589839130434783,4.96039786475927
FluSight-ensemble,08,2024-02-03,21.554962767914866,0,2024-02-03,FluSight-baseline,5.589839130434783,3.8560971550246204
MIGHTE-Nsemble,08,2024-02-03,15.462446322511818,0,2024-02-03,FluSight-baseline,5.589839130434783,2.766170181593246
MOBS-GLEAM_FLUH,08,2024-02-03,22.051050869565216,0,2024-02-03,FluSight-baseline,5.589839130434783,3.9448453443865144
NU_UCSD-GLEAM_AI_FLUH,08,2024-02-03,31.115836521739137,0,2024-02-03,FluSight-baseline,5.589839130434783,5.56649946370083
CEPH-Rtrend_fluH,09,2024-02-03,21.76608695652174,0,2024-02-03,FluSight-baseline,32.57942608695653,0.6680930136223606
FluSight-ensemble,09,2024-02-03,13.0507550358178,0,2024-02-03,FluSight-baseline,32.57942608695653,0.4005827174789549
MIGHTE-Nsemble,09,2024-02-03,16.53426978200646,0,2024-02-03,FluSight-baseline,32.57942608695653,0.507506477796001
MOBS-GLEAM_FLUH,09,2024-02-03,4.93200652173913,0,2024-02-03,FluSight-baseline,32.57942608695653,0.15138408235231937
NU_UCSD-GLEAM_AI_FLUH,09,2024-02-03,9.354524782608697,0,2024-02-03,FluSight-baseline,32.57942608695653,0.2871298210607174
CEPH-Rtrend_fluH,10,2024-02-03,2.3708695652173915,0,2024-02-03,FluSight-baseline,1.9438086956521736,1.219703137721551
FluSight-ensemble,10,2024-02-03,2.0092910593529614,0,2024-02-03,FluSight-baseline,1.9438086956521736,1.0336876585886543
MIGHTE-Nsemble,10,2024-02-03,3.633504390284777,0,2024-02-03,FluSight-baseline,1.9438086956521736,1.8692705709219435
MOBS-GLEAM_FLUH,10,2024-02-03,1.6550865217391308,0,2024-02-03,FluSight-baseline,1.9438086956521736,0.851465746316063
NU_UCSD-GLEAM_AI_FLUH,10,2024-02-03,3.821149565217391,0,2024-02-03,FluSight-baseline,1.9438086956521736,1.9658053664253952
CEPH-Rtrend_fluH,11,2024-02-03,3.6265217391304345,0,2024-02-03,FluSight-baseline,1.851630434782609,1.9585559142941
FluSight-ensemble,11,2024-02-03,1.7480285678487015,0,2024-02-03,FluSight-baseline,1.851630434782609,0.9440483019787527
MIGHTE-Nsemble,11,2024-02-03,1.8944311702027183,0,2024-02-03,FluSight-baseline,1.851630434782609,1.0231151608960967
MOBS-GLEAM_FLUH,11,2024-02-03,1.6462421739130435,0,2024-02-03,FluSight-baseline,1.851630434782609,0.8890770766069855
NU_UCSD-GLEAM_AI_FLUH,11,2024-02-03,3.394732173913043,0,2024-02-03,FluSight-baseline,1.851630434782609,1.8333745817434688
CEPH-Rtrend_fluH,12,2024-02-03,25.41783478260869,0,2024-02-03,FluSight-baseline,78.02155217391307,0.3257796605475286
FluSight-ensemble,12,2024-02-03,34.536805560979936,0,2024-02-03,FluSight-baseline,78.02155217391307,0.4426572478844827
MIGHTE-Nsemble,12,2024-02-03,38.76734480074566,0,2024-02-03,FluSight-baseline,78.02155217391307,0.49687994817549574
MOBS-GLEAM_FLUH,12,2024-02-03,57.36719739130434,0,2024-02-03,FluSight-baseline,78.02155217391307,0.7352737262061979
NU_UCSD-GLEAM_AI_FLUH,12,2024-02-03,75.02756391304348,0,2024-02-03,FluSight-baseline,78.02155217391307,0.9616261381958171
CEPH-Rtrend_fluH,13,2024-02-03,31.144347826086964,0,2024-02-03,FluSight-baseline,31.14140869565217,1.0000943801375048
FluSight-ensemble,13,2024-02-03,23.118259146244924,0,2024-02-03,FluSight-baseline,31.14140869565217,0.7423639493056264
MIGHTE-Nsemble,13,2024-02-03,97.63212114978008,0,2024-02-03,FluSight-baseline,31.14140869565217,3.1351221810146006
MOBS-GLEAM_FLUH,13,2024-02-03,32.15683434782609,0,2024-02-03,FluSight-baseline,31.14140869565217,1.0326069273904006
NU_UCSD-GLEAM_AI_FLUH,13,2024-02-03,26.975442608695655,0,2024-02-03,FluSight-baseline,31.14140869565217,0.866224224868217
CEPH-Rtrend_fluH,15,2024-02-03,15.100217391304364,0,2024-02-03,FluSight-baseline,20.704404347826088,0.7293239224672431
FluSight-ensemble,15,2024-02-03,14.822972599103494,0,2024-02-03,FluSight-baseline,20.704404347826088,0.7159333033727131
MIGHTE-Nsemble,15,2024-02-03,13.745442034914232,0,2024-02-03,FluSight-baseline,20.704404347826088,0.663889760072111
MOBS-GLEAM_FLUH,15,2024-02-03,7.63391304347826,0,2024-02-03,FluSight-baseline,20.704404347826088,0.36870961923035483
NU_UCSD-GLEAM_AI_FLUH,15,2024-02-03,7.913372173913043,0,2024-02-03,FluSight-baseline,20.704404347826088,0.3822071884306069
CEPH-Rtrend_fluH,16,2024-02-03,13.503478260869562,0,2024-02-03,FluSight-baseline,1.811391304347826,7.4547549325524445
FluSight-ensemble,16,2024-02-03,7.792513420993066,0,2024-02-03,FluSight-baseline,1.811391304347826,4.301949226701563
MIGHTE-Nsemble,16,2024-02-03,9.56168336473748,0,2024-02-03,FluSight-baseline,1.811391304347826,5.278640425062696
MOBS-GLEAM_FLUH,16,2024-02-03,6.598558260869566,0,2024-02-03,FluSight-baseline,1.811391304347826,3.642812154961356
NU_UCSD-GLEAM_AI_FLUH,16,2024-02-03,8.593304347826086,0,2024-02-03,FluSight-baseline,1.811391304347826,4.744035331957178
CEPH-Rtrend_fluH,17,2024-02-03,42.5578347826087,0,2024-02-03,FluSight-baseline,5.310900000000001,8.013299964715715
FluSight-ensemble,17,2024-02-03,27.607771638739763,0,2024-02-03,FluSight-baseline,5.310900000000001,5.198322626812735
MIGHTE-Nsemble,17,2024-02-03,35.10483903685202,0,2024-02-03,FluSight-baseline,5.310900000000001,6.60996046561826
MOBS-GLEAM_FLUH,17,2024-02-03,26.683913043478263,0,2024-02-03,FluSight-baseline,5.310900000000001,5.024367441201728
NU_UCSD-GLEAM_AI_FLUH,17,2024-02-03,49.758284782608705,0,2024-02-03,FluSight-baseline,5.310900000000001,9.369087119435255
CEPH-Rtrend_fluH,18,2024-02-03,18.89832391304348,0,2024-02-03,FluSight-baseline,5.927086956521741,3.188467463304064
FluSight-ensemble,18,2024-02-03,23.833390887128868,0,2024-02-03,FluSight-baseline,5.927086956521741,4.021096883166918
MIGHTE-Nsemble,18,2024-02-03,27.983086747781222,0,2024-02-03,FluSight-baseline,5.927086956521741,4.721220888617239
MOBS-GLEAM_FLUH,18,2024-02-03,20.333508260869564,0,2024-02-03,FluSight-baseline,5.927086956521741,3.4306073809995365
NU_UCSD-GLEAM_AI_FLUH,18,2024-02-03,42.14903956521739,0,2024-02-03,FluSight-baseline,5.927086956521741,7.111257161300732
CEPH-Rtrend_fluH,19,2024-02-03,15.594473913043474,0,2024-02-03,FluSight-baseline,24.132665217391303,0.6461977478478115
FluSight-ensemble,19,2024-02-03,22.857210875737536,0,2024-02-03,FluSight-baseline,24.132665217391303,0.9471482188078172
MIGHTE-Nsemble,19,2024-02-03,13.763580085195471,0,2024-02-03,FluSight-baseline,24.132665217391303,0.5703298811470144
MOBS-GLEAM_FLUH,19,2024-02-03,21.179234347826085,0,2024-02-03,FluSight-baseline,24.132665217391303,0.8776168797370621
NU_UCSD-GLEAM_AI_FLUH,19,2024-02-03,18.045496521739132,0,2024-02-03,FluSight-baseline,24.132665217391303,0.7477622699018993
CEPH-Rtrend_fluH,20,2024-02-03,82.10000000000001,0,2024-02-03,FluSight-baseline,78.41395217391309,1.0470075506194572
FluSight-ensemble,20,2024-02-03,82.9696956505239,0,2024-02-03,FluSight-baseline,78.41395217391309,1.058098633601667
MIGHTE-Nsemble,20,2024-02-03,43.213629262134184,0,2024-02-03,FluSight-baseline,78.41395217391309,0.5510961769442682
MOBS-GLEAM_FLUH,20,2024-02-03,73.11846260869565,0,2024-02-03,FluSight-baseline,78.41395217391309,0.9324675084164531
NU_UCSD-GLEAM_AI_FLUH,20,2024-02-03,68.66917304347825,0,2024-02-03,FluSight-baseline,78.41395217391309,0.8757264637188285
CEPH-Rtrend_fluH,21,2024-02-03,12.607010869565217,0,2024-02-03,FluSight-baseline,16.887226086956524,0.7465412498564646
FluSight-ensemble,21,2024-02-03,11.251523154180385,0,2024-02-03,FluSight-baseline,16.887226086956524,0.666274206091841
MIGHTE-Nsemble,21,2024-02-03,26.360032051995617,0,2024-02-03,FluSight-baseline,16.887226086956524,1.5609450549344968
MOBS-GLEAM_FLUH,21,2024-02-03,14.419572608695649,0,2024-02-03,FluSight-baseline,16.887226086956524,0.8538745519510241
NU_UCSD-GLEAM_AI_FLUH,21,2024-02-03,11.406780000000001,0,2024-02-03,FluSight-baseline,16.887226086956524,0.6754679508205584
CEPH-Rtrend_fluH,22,2024-02-03,10.517400000000002,0,2024-02-03,FluSight-baseline,5.61223043478261,1.8740142840210006
FluSight-ensemble,22,2024-02-03,9.59155709509241,0,2024-02-03,FluSight-baseline,5.61223043478261,1.70904548673685
MIGHTE-Nsemble,22,2024-02-03,10.031219779777796,0,2024-02-03,FluSight-baseline,5.61223043478261,1.7873855851691085
MOBS-GLEAM_FLUH,22,2024-02-03,10.698627391304347,0,2024-02-03,FluSight-baseline,5.61223043478261,1.9063057933256011
NU_UCSD-GLEAM_AI_FLUH,22,2024-02-03,20.54595391304348,0,2024-02-03,FluSight-baseline,5.61223043478261,3.6609248589842207
CEPH-Rtrend_fluH,23,2024-02-03,33.30869565217392,0,2024-02-03,FluSight-baseline,22.52440434782609,1.4787825301754831
FluSight-ensemble,23,2024-02-03,23.629178352545573,0,2024-02-03,FluSight-baseline,22.52440434782609,1.0490478677109216
MIGHTE-Nsemble,23,2024-02-03,15.25872123016549,0,2024-02-03,FluSight-baseline,22.52440434782609,0.6774306212291986
MOBS-GLEAM_FLUH,23,2024-02-03,22.654852608695652,0,2024-02-03,FluSight-baseline,22.52440434782609,1.0057914188919341
NU_UCSD-GLEAM_AI_FLUH,23,2024-02-03,26.894590000000004,0,2024-02-03,FluSight-baseline,22.52440434782609,1.194020031992353
CEPH-Rtrend_fluH,24,2024-02-03,8.882173913043479,0,2024-02-03,FluSight-baseline,40.492956521739124,0.21935108413916327
FluSight-ensemble,24,2024-02-03,17.839590136371964,0,2024-02-03,FluSight-baseline,40.492956521739124,0.44056032625808805
MIGHTE-Nsemble,24,2024-02-03,20.989971877900633,0,2024-02-03,FluSight-baseline,40.492956521739124,0.5183610603150678
MOBS-GLEAM_FLUH,24,2024-02-03,24.39488956521739,0,2024-02-03,FluSight-baseline,40.492956521739124,0.6024477257451109
NU_UCSD-GLEAM_AI_FLUH,24,2024-02-03,9.886708260869566,0,2024-02-03,FluSight-baseline,40.492956521739124,0.24415871574015027
CEPH-Rtrend_fluH,25,2024-02-03,44.117826086956526,0,2024-02-03,FluSight-baseline,15.607113043478261,2.8267768653980516
FluSight-ensemble,25,2024-02-03,44.62231589699068,0,2024-02-03,FluSight-baseline,15.607113043478261,2.8591012170336647
MIGHTE-Nsemble,25,2024-02-03,38.13362273529802,0,2024-02-03,FluSight-baseline,15.607113043478261,2.44334891591196
MOBS-GLEAM_FLUH,25,2024-02-03,49.54304260869564,0,2024-02-03,FluSight-baseline,15.607113043478261,3.174388656677167
NU_UCSD-GLEAM_AI_FLUH,25,2024-02-03,36.16410217391304,0,2024-02-03,FluSight-baseline,15.607113043478261,2.3171551377354134
CEPH-Rtrend_fluH,26,2024-02-03,32.65609565217392,0,2024-02-03,FluSight-baseline,21.60288695652174,1.5116542394494779
FluSight-ensemble,26,2024-02-03,40.11249626111601,0,2024-02-03,FluSight-baseline,21.60288695652174,1.8568118391697812
MIGHTE-Nsemble,26,2024-02-03,77.44060470457194,0,2024-02-03,FluSight-baseline,21.60288695652174,3.584734061721933
MOBS-GLEAM_FLUH,26,2024-02-03,38.817256086956526,0,2024-02-03,FluSight-baseline,21.60288695652174,1.7968550298430324
NU_UCSD-GLEAM_AI_FLUH,26,2024-02-03,47.82438652173912,0,2024-02-03,FluSight-baseline,21.60288695652174,2.2137960828101875
CEPH-Rtrend_fluH,27,2024-02-03,6.79369565217391,0,2024-02-03,FluSight-baseline,7.6820130434782605,0.8843639829460458
FluSight-ensemble,27,2024-02-03,14.588855894386153,0,2024-02-03,FluSight-baseline,7.6820130434782605,1.8990928304621328
MIGHTE-Nsemble,27,2024-02-03,10.951956530336293,0,2024-02-03,FluSight-baseline,7.6820130434782605,1.4256623190237996
MOBS-GLEAM_FLUH,27,2024-02-03,15.068240000000001,0,2024-02-03,FluSight-baseline,7.6820130434782605,1.9614962789984285
NU_UCSD-GLEAM_AI_FLUH,27,2024-02-03,29.852496521739134,0,2024-02-03,FluSight-baseline,7.6820130434782605,3.8860252322902236
